153;1-uvod;2.00
153;26-Z1-1;1.00
153;26-Z1-2;1.00
153;26-Z1-3;2.00
153;26-Z1-4;1.00
153;26-Z4-3;0.00
153;27-Z1-3;2.00
153;27-Z3-2;0.00
153;28-1-4;6.20
153;28-3-5;2.90
153;30-4-2;0.00
153;30-4-5;3.70
153;30-4-6;0.00
153;31-2-4;3.30
153;32-Z1-1;1.00
153;32-Z4-2;0.00
153;33-2-4;13.00
153;35-1-2;10.00
153;35-1-3;12.00
166;22-4-1;10.00
166;22-4-2;2.50
166;22-4-3;7.10
166;22-4-7;12.00
166;22-5-1;9.70
166;22-5-3;5.70
166;22-5-5;9.00
166;22-5-7;12.10
166;23-1-1;7.10
166;23-1-4;7.50
166;23-1-5;9.30
166;23-1-6;7.50
166;23-2-2;8.70
166;23-2-7;11.40
166;23-3-5;4.40
166;23-3-7;3.60
166;23-4-3;8.00
166;23-4-4;10.00
166;23-4-6;9.00
166;23-4-7;15.50
166;24-3-1;0.00
166;24-3-2;9.40
166;24-3-3;10.00
166;24-3-8;14.00
166;24-4-1;10.00
166;25-1-4;12.00
166;25-1-5;7.00
166;25-1-8;13.00
178;22-3-1;6.00
178;22-3-2;2.50
178;22-3-3;4.70
178;22-3-4;8.60
178;22-5-1;9.70
178;22-5-5;10.00
178;23-1-1;9.00
178;23-1-4;10.00
178;23-3-4;10.00
181;22-5-1;10.00
181;22-5-2;6.00
181;22-5-3;10.00
181;22-5-5;9.10
181;23-1-6;7.70
181;23-2-1;4.00
181;23-2-4;10.00
181;23-2-5;7.70
181;23-2-6;9.90
181;23-3-1;9.00
181;23-3-4;10.00
181;23-3-5;5.10
181;23-3-6;6.70
181;23-4-1;11.10
181;23-4-3;8.00
181;23-4-5;8.80
181;23-4-6;9.00
181;23-5-3;6.40
181;23-5-4;7.80
181;23-5-6;8.20
182;22-5-1;9.80
182;22-5-2;6.00
182;22-5-5;9.10
182;22-5-7;13.50
182;23-1-3;8.90
182;23-1-4;10.00
182;23-1-6;7.70
182;23-1-7;11.70
182;23-2-1;0.00
182;23-2-7;12.00
182;23-3-1;9.00
182;23-3-4;10.00
182;23-3-5;4.60
182;23-3-7;10.10
